Part Name,Part Library Name,Description,Vendor,Shape Code,Physical Class,Functional Class,L,W,T,Supply Type,Supply Kind,Tape Kind,Tape Width,Tape Pitch,Reel Size,Part Count,Supply Direction,Creation Date,Modification Date,Pickup Error Setting,Recog Error Stop,Polarity,Nozzle,Vacuum Sensor Pickup Check,Vacuum Sensor Mount Check,Pickup Gap,Mount Gap,Brightness Check,Dispense Option,Inspection Data,Pickup Offset Z,Eject Height,Offset Check for Dense Mounting,Tolerance: Part Size,Tolerance: Lead Width,Tolerance: Lead Pitch,Tolerance: Lead Coplanarity,Tolerance: Ball Diameter,Tolerance: Ball Pitch,Tolerance: Ball Coplanarity,L,W,Teach,Pickup Speed,Mount Speed,Pickup hold time,Mount hold time,Camera,Lighting,Recognition Speed,Recog Height,Scan Count,Recognize by Mount Angle,Automatic Height Measure(cushion end sensor),Auto Height Measure(Height Sensor),Height Measure Gap,3D Mount Gap,Pickup Offset X,Pickup Offset Y,Pickup Angle,Gang Pickup,Pickup Position Learning,Pickup Shift Tolerance,Pickup before Inspection,Mount Load (MP Head),Mount Motion (Down),Mount Motion (Up),2 Step Motion Height Offset (Down),Discard to,Thickness Measure,Thickness Upper Limit,Thickness Lower Limit,Thickness Measure Timing,Shadow Lamp Offset,Direct Lamp Offset,BGA Lamp Offset,PIP Lamp Offset,Advance Feeding,Pickup Position Auto Teach,Feeder Drive Speed,Action After Splice Detection,Advance Feed Count,Lift Speed,Pull Axis Speed,Try Position Recognition,Transfer,Transfer Load,Transfer Height,Sqeegee Gap,Transfer Time,Transfer Speed,Transfer Mode,Parts Empty Count,Pickup Error Count,Automatic Height Measure at splicing,Pickup Position Auto Teach (splicing),Rotation Check,Center Position Check,Surrounding Check,Brightness Check Count,Recog error count,Wait before Mount,Pickup Motion (Down),Pickup Motion (Up),MSD Level,NPI,Label,LCR,Mount Load (HS Head),Barcode,Dispense Option (SP)
1206B102K500NT,RD_SMT1,,Demo Vendor 62,,Rectangular Chip,Chip Inductor,3,1.5,1.5,E0804_L,Tape and Reel,Embossed,8,4,Large (330mm),4000,0,8/20/2021 17:16,9/30/2021 8:48,Parts Empty Stop,Set count,No,"235,0,0,0,0",Yes,Yes,0,0.65,,Off,Off,0,0,Off,,,,,,,,,,Done,100,100,Standard,Standard,2D Camera,Direct Lighting,Auto,0,Auto,No,No,No,0,0,0,0,0,Allow,Yes,0,Yes,2.5,1 step,1 step,0,Dust Box,No,0.3,-0.3,First pickup,0,0,0,0,No,Yes,Standard(Fast),Advance Feed,0,,,,No,2.5,0,0,150,100,Transfer -> Recognition,Use machine setting,Stop Immediately,No,No,,,No,0,3,0,1 step,1 step,0,,,No,Standard,No,Off
1206B103K102NT,RD_SMT1,,Demo Vendor 63,,Rectangular Chip,Chip Inductor,3,1.5,1.5,E0804_L,Tape and Reel,Embossed,8,4,Large (330mm),4000,0,8/20/2021 17:16,9/30/2021 8:48,Parts Empty Stop,Set count,No,"235,0,0,0,0",Yes,Yes,0.3,0.3,,Off,Off,0,0,Off,,,,,,,,,,Done,100,100,Standard,Standard,2D Camera,Direct Lighting,Auto,0,Auto,No,No,No,0,0,0,0,0,Allow,No,0,Yes,2.5,1 step,1 step,0,Dust Box,No,0.3,-0.3,First pickup,0,0,0,0,No,Yes,Standard(Fast),Advance Feed,0,,,,No,2.5,0,0,150,100,Transfer -> Recognition,Use machine setting,Stop Immediately,No,No,,,No,0,3,0,1 step,1 step,0,,,No,Standard,No,Off
1206B475K500NT,RD_SMT1,,Demo Vendor 64,,Rectangular Chip,Chip Inductor,3,1.5,1.5,E0804_L,Tape and Reel,Embossed,8,4,Large (330mm),4000,0,8/20/2021 17:16,9/30/2021 8:48,Parts Empty Stop,Set count,No,"235,0,0,0,0",Yes,Yes,0,0.65,,Off,Off,0,0,Off,,,,,,,,,,Done,100,100,Standard,Standard,2D Camera,Direct Lighting,Auto,0,Auto,No,No,No,0,0,0,0,0,Allow,Yes,0,Yes,2.5,1 step,1 step,0,Dust Box,No,0.3,-0.3,First pickup,0,0,0,0,No,Yes,Standard(Fast),Advance Feed,0,,,,No,2.5,0,0,150,100,Transfer -> Recognition,Use machine setting,Stop Immediately,No,No,,,No,0,3,0,1 step,1 step,0,,,No,Standard,No,Off
S7302S,RD_SMT1,,Demo Vendor 65,,Odd Shaped Component,SOP,5.29,6.31,1.5,E1208_S,Tape and Reel,Embossed,12,8,Small (180mm),3000,0,8/20/2021 17:18,9/30/2021 8:48,Parts Empty Stop,Set count,Yes,"140,0,0,0,0",No,Yes,0.3,0.3,,Off,Off,0,0,Off,, , ,, , ,,,,Done,80,80,2X,2X,2D/3DAuto select,Direct Lighting,Auto,0,Auto,No,No,No,0,0,0,0,0,Allow,Yes,0,Yes,2.5,1 step,1 step,0,Dust Box,No,0.22,-0.22,First pickup,0,50,150,0,No,No,Standard(Fast),Advance Feed,0,,,,No,2.5,0,0,150,100,Transfer -> Recognition,Use machine setting,Stop Immediately,No,No,,,No,0,3,0,1 step,1 step,0,,,No,Standard,No,Off
S7133S,RD_SMT1,,Demo Vendor 66,,Odd Shaped Component,SOP,5.38,6.43,1.75,E1208_S,Tape and Reel,Embossed,12,8,Small (180mm),3000,0,8/20/2021 17:22,9/30/2021 8:48,Parts Empty Stop,Set count,Yes,"140,240,0,0,0",No,No,0.3,0.3,,Off,Off,0,0,Off,, , ,, , ,,,,Done,80,80,2X,2X,2D/3DAuto select,Direct Lighting,Auto,0,Auto,No,No,No,0,0,0,0,0,Allow,Yes,0,Yes,2.5,1 step,1 step,0,Dust Box,No,0.22,-0.22,First pickup,0,50,150,0,No,No,Standard(Fast),Advance Feed,0,,,,No,2.5,0,0,150,100,Transfer -> Recognition,Use machine setting,Stop Immediately,No,No,,,No,0,3,0,1 step,1 step,0,,,No,Standard,No,Off
RS-06K183JT,RD_SMT1,,Demo Vendor 67,,Rectangular Chip,Fixed Resistor,3.2,1.6,0.55,P0804_S,Tape and Reel,Paper,8,4,Small (180mm),5000,0,8/20/2021 18:35,9/30/2021 8:48,Parts Empty Stop,Set count,No,"235,0,0,0,0",Yes,Yes,0,0.65,,Off,Off,0,0,Off,,,,,,,,,,Done,100,100,Standard,Standard,2D Camera,Direct Lighting,Auto,0,Auto,No,No,No,0,0,0,0,0,Allow,Yes,0,Yes,2.5,1 step,1 step,0,Dust Box,No,0.12,-0.12,First pickup,0,0,0,0,No,Yes,Standard(Fast),Advance Feed,0,,,,No,2.5,0,0,150,100,Transfer -> Recognition,Use machine setting,Stop Immediately,No,No,,,No,0,3,0,1 step,1 step,0,,,No,Standard,No,Off
SPMWH1410CD5WA3P6S4,RD_SMT1,"Model: 401B+, Kitting Bin, 3000K, S3, CRI 80, 150mA-3V",Demo Vendor 68,,Odd Shaped Component,Fixed Resistor,4.13,1.59,0.5,E1204_L,Tape and Reel,Embossed,12,4,Large (330mm),16000,0,8/23/2021 16:19,9/30/2021 8:48,Parts Empty Stop,Set count,Yes,"235,0,0,0,0",No,Yes,0.3,0.4,,Off,Off,0,0,Off,, , ,, , ,,,,Done,100,100,Standard,Standard,2D Camera,Direct Lighting,Auto,0,Auto,No,No,No,0,0,-0.039,0,0,Allow,Yes,0,Yes,2.5,1 step,1 step,0,Dust Box,No,0.1,-0.1,First pickup,0,-80,0,0,No,Yes,Standard(Fast),Advance Feed,0,,,,No,2.5,0,0,150,100,Transfer -> Recognition,Use machine setting,Stop Immediately,No,No,,,No,0,3,0,1 step,1 step,0,,,No,Standard,No,Off
SPMWH1410CD5WA3VBS3,RD_SMT1,"Model: 401B+, Kitting Bin, 3000K, S3, CRI 80, 150mA-3V",Demo Vendor 69,,Odd Shaped Component,Fixed Resistor,4.13,1.59,0.5,E1204_L,Tape and Reel,Embossed,12,4,Large (330mm),16000,0,8/23/2021 16:20,9/30/2021 8:48,Parts Empty Stop,Set count,Yes,"235,0,0,0,0",No,Yes,0.3,0.4,,Off,Off,0,0,Off,, , ,, , ,,,,Done,100,100,Standard,Standard,2D Camera,Direct Lighting,Auto,0,Auto,No,No,No,0,0,-0.039,0,0,Allow,Yes,0,Yes,2.5,1 step,1 step,0,Dust Box,No,0.1,-0.1,First pickup,0,-80,0,0,No,Yes,Standard(Fast),Advance Feed,0,,,,No,2.5,0,0,150,100,Transfer -> Recognition,Use machine setting,Stop Immediately,No,No,,,No,0,3,0,1 step,1 step,0,,,No,Standard,No,Off
BP2522F,RD_SMT1,,Demo Vendor 70,,Leaded Component,SOT/Transistor,4.1,4,1.2,E1208_S,Tape and Reel,Embossed,12,8,Small (180mm),3000,0,8/28/2021 8:49,9/30/2021 8:48,Parts Empty Stop,Set count,Yes,"240,0,0,0,0",Yes,No,0.3,0.3,,Off,Off,0,0,Off,, , ,,,,,,,Done,100,100,Standard,Standard,2D Camera,Direct Lighting,Auto,0,Auto,No,No,No,0,0,0,0,0,Allow,Yes,0,Yes,2.5,1 step,1 step,0,Dust Box,No,0.22,-0.22,First pickup,0,0,0,0,No,No,Standard(Fast),Advance Feed,0,,,,No,2.5,0,0,150,100,Transfer -> Recognition,Use machine setting,Stop Immediately,No,No,,,No,0,3,0,1 step,1 step,0,,,No,Standard,No,Off
RS-05K473JT,RD_SMT1,47K/0.125W/5%/0805,Demo Vendor 71,,Rectangular Chip,Fixed Resistor,2,1.25,0.5,P0804_S,Tape and Reel,Paper,8,4,Small (180mm),5000,0,8/28/2021 8:50,9/30/2021 8:48,Parts Empty Stop,Set count,No,"235,0,0,0,0",Yes,Yes,0,0.3,,Off,Off,0,0,Off,,,,,,,,,,Done,100,100,Standard,Standard,2D Camera,Direct Lighting,Auto,0,Auto,No,No,No,0,0,0,0,0,Allow,Yes,0,Yes,2.5,1 step,1 step,0,Dust Box,No,0.2,-0.2,First pickup,0,0,0,0,No,Yes,Standard(Fast),Advance Feed,0,,,,No,2.5,0,0,150,100,Transfer -> Recognition,Use machine setting,Stop Immediately,No,No,,,No,0,3,0,1 step,1 step,0,,,No,Standard,No,Off
RS-05K474JT,RD_SMT1,470K/0.125W/5%/0805,Demo Vendor 72,,Rectangular Chip,Fixed Resistor,2,1.25,0.5,P0804_S,Tape and Reel,Paper,8,4,Small (180mm),5000,0,8/28/2021 8:50,9/30/2021 8:48,Parts Empty Stop,Set count,No,"235,0,0,0,0",Yes,Yes,0,0.3,,Off,Off,0,0,Off,,,,,,,,,,Done,100,100,Standard,Standard,2D Camera,Direct Lighting,Auto,0,Auto,No,No,No,0,0,0,0,0,Allow,Yes,0,Yes,2.5,1 step,1 step,0,Dust Box,No,0.2,-0.2,First pickup,0,0,0,0,No,Yes,Standard(Fast),Advance Feed,0,,,,No,2.5,0,0,150,100,Transfer -> Recognition,Use machine setting,Stop Immediately,No,No,,,No,0,3,0,1 step,1 step,0,,,No,Standard,No,Off
PMBT3904,RD_SMT1,,Demo Vendor 73,,Leaded Component,SOT/Transistor,2.8,2.9,1.1,E0804_S,Tape and Reel,Embossed,8,4,Small (180mm),3000,0,8/28/2021 9:03,9/30/2021 8:48,Parts Empty Stop,Set count,Yes,"235,1001,0,0,0",Yes,Yes,0.3,0.3,,Off,Off,0,0,Off,, , ,,,,,,,Done,100,100,Standard,Standard,2D Camera,Direct Lighting,Auto,0,Auto,No,No,No,0,0,0,0,0,Allow,Yes,0,Yes,2.5,1 step,1 step,0,Dust Box,No,0.22,-0.22,First pickup,0,0,0,0,No,Yes,Standard(Fast),Advance Feed,0,,,,No,2.5,0,0,150,100,Transfer -> Recognition,Use machine setting,Stop Immediately,No,No,,,No,0,3,0,1 step,1 step,0,,,No,Standard,No,Off
RBF-05UR300FT,RD_SMT1,,Demo Vendor 74,,Rectangular Chip,Fixed Resistor,2,1.25,0.65,P0804_S,Tape and Reel,Paper,8,4,Small (180mm),5000,0,8/28/2021 9:03,9/30/2021 8:48,Parts Empty Stop,Set count,No,"235,1001,0,0,0",Yes,Yes,0,0.3,,Off,Off,0,0,Off,,,,,,,,,,Done,100,100,Standard,Standard,2D Camera,Direct Lighting,Auto,0,Auto,No,No,No,0,0,0,0,0,Allow,Yes,0,Yes,2.5,1 step,1 step,0,Dust Box,No,0.2,-0.2,First pickup,0,0,0,0,No,Yes,Standard(Fast),Advance Feed,0,,,,No,2.5,0,0,150,100,Transfer -> Recognition,Use machine setting,Stop Immediately,No,No,,,No,0,3,0,1 step,1 step,0,,,No,Standard,No,Off
1206CG100K102NT,RD_SMT1,,Demo Vendor 75,,Rectangular Chip,Chip Inductor,3,1.5,1.5,E0804_L,Tape and Reel,Embossed,8,4,Large (330mm),4000,0,8/28/2021 9:23,9/30/2021 8:48,Parts Empty Stop,Set count,No,"235,0,0,0,0",Yes,Yes,0,0,,Off,Off,0,0,Off,,,,,,,,,,Done,100,100,Standard,Standard,2D Camera,Direct Lighting,Auto,0,Auto,No,No,No,0,0,0,0,0,Allow,Yes,0,Yes,2.5,1 step,1 step,0,Dust Box,No,0.3,-0.3,First pickup,0,0,0,0,No,Yes,Standard(Fast),Advance Feed,0,,,,No,2.5,0,0,150,100,Transfer -> Recognition,Use machine setting,Stop Immediately,No,No,,,No,0,3,0,1 step,1 step,0,,,No,Standard,No,Off
CFP1015xx01002 - 8 Pin,RD_SMT1,,Demo Vendor 76,,Leaded Component,Connector-1 Side,15,7,2,E2412_L,Tape and Reel,Embossed,24,12,Large (330mm),2000,0,8/28/2021 9:38,9/30/2021 8:48,Parts Empty Stop,Set count,Yes,"140,0,0,0,0",Yes,Yes,0.3,0.3,,Off,Off,0,0,Off,, , ,,,,,,,Done,80,80,2X,Standard,2D Camera,Direct Lighting,Auto,0,Auto,No,No,No,0,0,0,0.005,0,Allow,No,0,Yes,2.5,1 step,1 step,0,Dust Box,No,0.4,-0.4,First pickup,0,0,0,0,No,No,Standard(Fast),Advance Feed,0,,,,No,2.5,0,0,150,100,Transfer -> Recognition,Use machine setting,Stop Immediately,No,No,,,No,0,3,0,1 step,1 step,0,,,No,Standard,No,Off
0603B104K160NT,RD_SMT1,,Demo Vendor 77,,Rectangular Chip,Fixed Resistor,1.6,0.8,0.6,P0804_L,Tape and Reel,Paper,8,4,Large (330mm),5000,0,8/30/2021 16:15,9/30/2021 8:48,Parts Empty Stop,Set count,No,"230,0,0,0,0",Yes,Yes,0.3,0,,Off,Off,0,0,Off,,,,,,,,,,Done,100,100,Standard,Standard,2D Camera,Direct Lighting,Auto,0,Auto,No,No,No,0,0,0,0,0,Allow,No,0,Yes,2.5,1 step,1 step,0,Dust Box,No,0,0,First pickup,0,0,0,0,No,No,Standard(Fast),Advance Feed,0,,,,No,2.5,0,0,150,100,Transfer -> Recognition,Use machine setting,Stop Immediately,No,No,,,No,0,3,0,1 step,1 step,0,,,No,Standard,No,Off
GRM188R60J106ME47D,RD_SMT1,,Demo Vendor 78,,Rectangular Chip,Fixed Resistor,1.6,0.8,0.6,E0804_L,Tape and Reel,Embossed,8,4,Large (330mm),5000,0,8/30/2021 16:15,9/30/2021 8:48,Parts Empty Stop,Set count,No,"230,0,0,0,0",Yes,Yes,0,0.2,,Off,Off,0,0,Off,,,,,,,,,,Done,80,100,2X,2X,2D Camera,Direct Lighting,Auto,0,Auto,No,No,No,0,0,0,0,0,Allow,Yes,0,Yes,2.5,1 step,1 step,0,Dust Box,No,0,0,First pickup,0,0,0,0,No,Yes,Standard(Fast),Advance Feed,0,,,,No,2.5,0,0,150,100,Transfer -> Recognition,Use machine setting,Stop Immediately,No,No,,,No,0,3,0,1 step,1 step,0,,,No,Standard,No,Off
LTST-S220KGKT,RD_SMT1,,Demo Vendor 79,,Rectangular Chip,LED,2,0.9,0.4,E0804_S,Tape and Reel,Embossed,8,4,Small (180mm),1000,0,8/30/2021 16:16,9/30/2021 8:48,Parts Empty Stop,Set count,Yes,"230,1001,0,0,0",Yes,Yes,0.3,0.3,,Off,Off,0,0,Off,,,,,,,,,,Done,100,100,Standard,Standard,2D Camera,Direct Lighting,Auto,0,Auto,No,No,No,0,0,0,0,0,Allow,Yes,0,Yes,2.5,1 step,1 step,0,Dust Box,No,0.07,-0.07,First pickup,0,0,0,0,No,No,Standard(Fast),Advance Feed,0,,,,No,2.5,0,0,150,100,Transfer -> Recognition,Use machine setting,Stop Immediately,No,No,,,No,0,3,0,1 step,1 step,0,,,No,Standard,No,Off
LTST-S220KRKT,RD_SMT1,,Demo Vendor 80,,Rectangular Chip,LED,2,0.9,0.4,E0804_S,Tape and Reel,Embossed,8,4,Small (180mm),1000,0,8/30/2021 16:16,9/30/2021 8:48,Parts Empty Stop,Set count,Yes,"230,226,0,0,0",Yes,Yes,0.3,0.3,,Off,Off,0,0,Off,,,,,,,,,,Done,100,100,Standard,Standard,2D Camera,Direct Lighting,Auto,0,Auto,No,No,No,0,0,0,0,0,Allow,Yes,0,Yes,2.5,1 step,1 step,0,Dust Box,No,0.07,-0.07,First pickup,0,0,0,0,No,No,Standard(Fast),Advance Feed,0,,,,No,2.5,0,0,150,100,Transfer -> Recognition,Use machine setting,Stop Immediately,No,No,,,No,0,3,0,1 step,1 step,0,,,No,Standard,No,Off
RS-03K102JT,RD_SMT1,,Demo Vendor 81,,Rectangular Chip,Fixed Resistor,1.6,0.8,0.6,E0804_L,Tape and Reel,Embossed,8,4,Large (330mm),5000,0,8/30/2021 16:18,9/30/2021 8:48,Parts Empty Stop,Set count,No,"230,0,0,0,0",Yes,Yes,0,0.3,,Off,Off,0,0,Off,,,,,,,,,,Done,80,100,2X,2X,2D Camera,Direct Lighting,Auto,0,Auto,No,No,No,0,0,-0.02,0.02,0,Allow,Yes,0,Yes,2.5,1 step,1 step,0,Dust Box,No,0,0,First pickup,0,0,0,0,No,Yes,Standard(Fast),Advance Feed,0,,,,No,2.5,0,0,150,100,Transfer -> Recognition,Use machine setting,Stop Immediately,No,No,,,No,0,3,0,1 step,1 step,0,,,No,Standard,No,Off
RS-03K101JT,RD_SMT1,,Demo Vendor 82,,Rectangular Chip,Fixed Resistor,1.6,0.8,0.6,E0804_L,Tape and Reel,Embossed,8,4,Large (330mm),5000,0,8/30/2021 16:18,9/30/2021 8:48,Parts Empty Stop,Set count,No,"230,0,0,0,0",Yes,Yes,0.3,0.3,,Off,Off,0,0,Off,,,,,,,,,,Done,80,100,2X,2X,2D Camera,Direct Lighting,Auto,0,Auto,No,No,No,0,0,0,0,0,Allow,Yes,0,Yes,2.5,1 step,1 step,0,Dust Box,No,0,0,First pickup,0,0,0,0,No,No,Standard(Fast),Advance Feed,0,,,,No,2.5,0,0,150,100,Transfer -> Recognition,Use machine setting,Stop Immediately,No,No,,,No,0,3,0,1 step,1 step,0,,,No,Standard,No,Off
TYWE3S 4-switch-rd,RD_SMT1,,Demo Vendor 83,,Leaded Component,Fixed Resistor,24,16.2,3.2,Tray,Tray,,,,,1,0,8/30/2021 16:42,10/15/2021 11:01,Parts Empty Stop,Set count,Yes,"185,0,0,0,0",Yes,Yes,0,0.3,,Off,Off,0,0,Off,, , ,,,,,,,Done,20,60,2X,4X,2D Camera,Direct Lighting,Auto,0,Auto,No,No,No,0,0,-2.5,0,0,Allow,Yes,0,Yes,2.5,1 step,1 step,0,NG Tray,No,0.6,-0.6,First pickup,0,0,0,0,,,,,,Slow,Slow,No,No,2.5,0,0,150,100,Transfer -> Recognition,Use machine setting,Stop Immediately,No,,,,No,0,3,0,1 step,1 step,0,,,No,Standard,No,Off
SGL8022K/SG8T040PB-017,RD_SMT1,,Demo Vendor 84,,Leaded Component,SOP,4.65,6.03,1.3,E1208_S,Tape and Reel,Embossed,12,8,Small (180mm),3000,0,8/30/2021 16:46,9/30/2021 8:48,Parts Empty Stop,Set count,Yes,"240,0,0,0,0",No,No,0.3,0.3,,Off,Off,0,0,Off,, ,0.254,,,,,,,Done,100,100,Standard,Standard,2D/3DAuto select,Direct Lighting,Auto,0,Auto,No,No,No,0,0,0,0,0,Allow,Yes,0,Yes,2.5,1 step,1 step,0,Dust Box,No,0.22,-0.22,First pickup,0,0,0,0,No,No,Standard(Fast),Advance Feed,0,,,,No,2.5,0,0,150,100,Transfer -> Recognition,Use machine setting,Stop Immediately,No,No,,,No,0,3,0,1 step,1 step,0,,,No,Standard,No,Off
0603B105K160NT,RD_SMT1,,Demo Vendor 85,,Rectangular Chip,Fixed Resistor,1.6,0.8,0.6,P0804_L,Tape and Reel,Paper,8,4,Large (330mm),5000,0,9/5/2021 13:23,9/30/2021 8:48,Parts Empty Stop,Set count,No,"230,0,0,0,0",Yes,Yes,0,0,,Off,Off,0,0,Off,,,,,,,,,,Done,100,80,2X,2X,2D Camera,Direct Lighting,Auto,0,Auto,No,No,No,0,0,0,0,0,Allow,No,0,Yes,2.5,1 step,1 step,0,Dust Box,No,0,0,First pickup,0,-50,0,0,No,Yes,Standard(Fast),Advance Feed,0,,,,No,2.5,0,0,150,100,Transfer -> Recognition,Use machine setting,Stop Immediately,No,No,,,No,0,3,0,1 step,1 step,0,,,No,Standard,No,Off
0603B221K160NT,RD_SMT1,,Demo Vendor 86,,Rectangular Chip,Fixed Resistor,1.6,0.8,0.6,P0804_L,Tape and Reel,Paper,8,4,Large (330mm),5000,0,9/5/2021 13:23,9/30/2021 8:48,Parts Empty Stop,Set count,No,"230,0,0,0,0",Yes,Yes,0,0,,Off,Off,0,0,Off,,,,,,,,,,Done,100,100,Standard,Standard,2D Camera,Direct Lighting,Auto,0,Auto,No,No,No,0,0,0,0,0,Allow,Yes,0,Yes,2.5,1 step,1 step,0,Dust Box,No,0,0,First pickup,0,0,0,0,No,Yes,Standard(Fast),Advance Feed,0,,,,No,2.5,0,0,150,100,Transfer -> Recognition,Use machine setting,Stop Immediately,No,No,,,No,0,3,0,1 step,1 step,0,,,No,Standard,No,Off
0603B225K160NT,RD_SMT1,,Demo Vendor 87,,Rectangular Chip,Fixed Resistor,1.6,0.8,0.6,P0804_L,Tape and Reel,Paper,8,4,Large (330mm),5000,0,9/5/2021 13:23,9/30/2021 8:48,Parts Empty Stop,Set count,No,"230,0,0,0,0",Yes,Yes,0.3,0.3,,Off,Off,0,0,Off,,,,,,,,,,Done,100,100,Standard,Standard,2D Camera,Direct Lighting,Auto,0,Auto,No,No,No,0,0,0,0,0,Allow,Yes,0,Yes,2.5,1 step,1 step,0,Dust Box,No,0,0,First pickup,0,0,0,0,No,Yes,Standard(Fast),Advance Feed,0,,,,No,2.5,0,0,150,100,Transfer -> Recognition,Use machine setting,Stop Immediately,No,No,,,No,0,3,0,1 step,1 step,0,,,No,Standard,No,Off
0603CG0R5B160NT,RD_SMT1,,Demo Vendor 88,,Rectangular Chip,Fixed Resistor,1.6,0.8,0.6,P0804_L,Tape and Reel,Paper,8,4,Large (330mm),5000,0,9/5/2021 13:23,9/30/2021 8:48,Parts Empty Stop,Set count,No,"230,0,0,0,0",Yes,Yes,0.3,0.3,,Off,Off,0,0,Off,,,,,,,,,,Done,100,100,Standard,Standard,2D Camera,Direct Lighting,Auto,0,Auto,No,No,No,0,0,0,0,0,Allow,Yes,0,Yes,2.5,1 step,1 step,0,Dust Box,No,0,0,First pickup,0,0,0,0,No,Yes,Standard(Fast),Advance Feed,0,,,,No,2.5,0,0,150,100,Transfer -> Recognition,Use machine setting,Stop Immediately,No,No,,,No,0,3,0,1 step,1 step,0,,,No,Standard,No,Off
0603CG180J160NT,RD_SMT1,,Demo Vendor 89,,Rectangular Chip,Fixed Resistor,1.6,0.8,0.6,P0804_L,Tape and Reel,Paper,8,4,Large (330mm),5000,0,9/5/2021 13:23,9/30/2021 8:48,Parts Empty Stop,Set count,No,"230,0,0,0,0",Yes,Yes,0.3,0.3,,Off,Off,0,0,Off,,,,,,,,,,Done,100,100,Standard,Standard,2D Camera,Direct Lighting,Auto,0,Auto,No,No,No,0,0,0,0,0,Allow,Yes,0,Yes,2.5,1 step,1 step,0,Dust Box,No,0,0,First pickup,0,0,0,0,No,Yes,Standard(Fast),Advance Feed,0,,,,No,2.5,0,0,150,100,Transfer -> Recognition,Use machine setting,Stop Immediately,No,No,,,No,0,3,0,1 step,1 step,0,,,No,Standard,No,Off
0603CG1R0B500NT,RD_SMT1,,Demo Vendor 90,,Rectangular Chip,Fixed Resistor,1.6,0.8,0.6,P0804_L,Tape and Reel,Paper,8,4,Large (330mm),5000,0,9/5/2021 13:24,9/30/2021 8:48,Parts Empty Stop,Set count,No,"230,0,0,0,0",Yes,Yes,0.3,0.3,,Off,Off,0,0,Off,,,,,,,,,,Done,100,100,Standard,Standard,2D Camera,Direct Lighting,Auto,0,Auto,No,No,No,0,0,0,0,0,Allow,Yes,0,Yes,2.5,1 step,1 step,0,Dust Box,No,0,0,First pickup,0,0,0,0,No,Yes,Standard(Fast),Advance Feed,0,,,,No,2.5,0,0,150,100,Transfer -> Recognition,Use machine setting,Stop Immediately,No,No,,,No,0,3,0,1 step,1 step,0,,,No,Standard,No,Off
0603CG1R9B500NT,RD_SMT1,,Demo Vendor 91,,Rectangular Chip,Fixed Resistor,1.6,0.8,0.6,P0804_L,Tape and Reel,Paper,8,4,Large (330mm),5000,0,9/5/2021 13:24,9/30/2021 9:42,Parts Empty Stop,Set count,No,"230,0,0,0,0",Yes,Yes,0,0,,Off,Off,0,0,Off,,,,,,,,,,Done,100,100,Standard,Standard,2D Camera,Direct Lighting,Auto,0,Auto,No,No,No,0,0,0,0,0,Allow,No,0,Yes,2.5,1 step,1 step,0,Dust Box,No,0,0,First pickup,0,0,0,0,No,Yes,Standard(Fast),Advance Feed,0,,,,No,2.5,0,0,150,100,Transfer -> Recognition,Use machine setting,Stop Immediately,No,No,,,No,0,3,0,1 step,1 step,0,,,No,Standard,No,Off
SGL8022K,RD_SMT1,,Demo Vendor 92,,Leaded Component,SOP,5,6,1.3,E1208_S,Tape and Reel,Embossed,12,8,Small (180mm),3000,0,9/5/2021 13:25,9/5/2021 13:25,Parts Empty Stop,Set count,Yes,"240,0,0,0,0",No,No,0.3,0.3,,Off,Off,0,0,Off,, , ,,,,,,,Not Yet,100,100,Standard,Standard,2D/3DAuto select,Direct Lighting,Auto,0,Auto,No,No,No,0,0,0,0,0,Allow,Yes,0,Yes,2.5,1 step,1 step,0,Dust Box,No,0.22,-0.22,First pickup,0,0,0,0,No,No,Standard(Fast),Advance Feed,0,,,,No,2.5,0,0,150,100,Transfer -> Recognition,Use machine setting,Stop Immediately,No,No,,,No,0,3,0,1 step,1 step,0,,,No,Standard,No,Off
TLSR8253F512ET32,RD_SMT1,,Demo Vendor 93,,Leaded Component,SOT/Transistor,4.9,4.9,0.5,E1208_S,Tape and Reel,Embossed,12,8,Small (180mm),3000,0,9/5/2021 13:26,9/30/2021 8:48,Parts Empty Stop,Set count,Yes,"140,240,0,0,0",Yes,No,0.3,0.3,,Off,Off,0,0,Off,, , ,,,,,,,Done,100,100,Standard,Standard,2D Camera,Direct Lighting,Auto,0,Auto,No,No,No,0,0,0,0,0,Allow,Yes,0,Yes,2.5,1 step,1 step,0,Dust Box,No,0.22,-0.22,First pickup,0,0,0,0,No,No,Standard(Fast),Advance Feed,0,,,,No,2.5,0,0,150,100,Transfer -> Recognition,Use machine setting,Stop Immediately,No,No,,,No,0,3,0,1 step,1 step,0,,,No,Standard,No,Off
